SRA,BioProject,Strain,Genotype,Experiment,Condition,Post_induction,Replicates,P_aas,P_tesA,P_rpaA,P_kaiBC,P_rpaA_D53E,P_OX_plasmid,P_Subjective_dawn,P_Subjective_dusk,P_N (mg/L),P_np_kaiBC,P_p0050_kaiBC,P_rel,P_relA,P_relA_E335Q,P_Light (umol photons m-2 s-1),P_sigF,P_rpoD2,P_rpoD6,P_rpoD5,P_pAM2991-xylEAB,P_pAM2991-galP,P_pilB::Tn5,P_BG-11,P_CM,P_Biofilm,Project_tag,SRA_study_id,Ref_condition,Experiment_type,Project_replicates,Single_paired,RNASeq_samples_n,Data_loc,Data_link,Paper,Culture,Growth_Phase,Media,CO2 (%),Light (uE*m-2*sec-1),Temp (°C),Agitation (rpm),OD,pH,Notes,Time_delta,Condition_pi,Passed_Min_Reads,Passed_Global_Corr,passed_replicate_corr,passed_timeseries_corr,Overall_pass
SRR6069401,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,8h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:00:00,wt_clearday_dawn_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069402,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,8h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:00:00,wt_clearday_dawn_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069403,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,9h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,400,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:00:00,wt_clearday_dawn_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069404,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,9h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,400,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:00:00,wt_clearday_dawn_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069405,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,10h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,300,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 10:00:00,wt_clearday_dawn_10h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069406,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,10h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,300,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 10:00:00,wt_clearday_dawn_10h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069407,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,12h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 12:00:00,wt_clearday_dawn_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069408,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,12h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 12:00:00,wt_clearday_dawn_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069409,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:00:00,wt_highlight_pulse_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069410,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:00:00,wt_highlight_pulse_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069411,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8.25h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:15:00,wt_highlight_pulse_8.25h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069412,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8.25h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:15:00,wt_highlight_pulse_8.25h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069413,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8.5h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:30:00,wt_highlight_pulse_8.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069414,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8.5h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:30:00,wt_highlight_pulse_8.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069415,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:00:00,wt_highlight_pulse_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069416,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,500,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:00:00,wt_highlight_pulse_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069417,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9.25h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:15:00,wt_highlight_pulse_9.25h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069418,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9.25h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:15:00,wt_highlight_pulse_9.25h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069419,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9.5h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:30:00,wt_highlight_pulse_9.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069420,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9.5h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:30:00,wt_highlight_pulse_9.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069421,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,10h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 10:00:00,wt_highlight_pulse_10h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069422,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,10h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 10:00:00,wt_highlight_pulse_10h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069423,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,8h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:00:00,wt_shade_pulse_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069424,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,8h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:00:00,wt_shade_pulse_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069425,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,8.25h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:15:00,wt_shade_pulse_8.25h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069426,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,8.25h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:15:00,wt_shade_pulse_8.25h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069427,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,8.5h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:30:00,wt_shade_pulse_8.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069428,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,8.5h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 08:30:00,wt_shade_pulse_8.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069429,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,9h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:00:00,wt_shade_pulse_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069430,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,9h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:00:00,wt_shade_pulse_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069431,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,9.25h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,375,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:15:00,wt_shade_pulse_9.25h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069432,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,9.25h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,375,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:15:00,wt_shade_pulse_9.25h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069433,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,9.5h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,350,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:30:00,wt_shade_pulse_9.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069434,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,9.5h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,350,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 09:30:00,wt_shade_pulse_9.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069435,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,10h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,300,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 10:00:00,wt_shade_pulse_10h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6069436,PRJNA412032,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,10h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,300,1,1,1,1,0,0,0,1,0,0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,TRUE,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1,,30,,0.3,8,,0 days 10:00:00,wt_shade_pulse_10h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188773,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,24h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 00:00:00,sigF-_24h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188774,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,28h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 04:00:00,sigF-_28h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188775,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,32h,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 08:00:00,sigF-_32h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188776,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,36h,1,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 12:00:00,sigF-_36h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188777,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,40h,1,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 16:00:00,sigF-_40h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188778,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,44h,1,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 20:00:00,sigF-_44h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188779,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,24h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 00:00:00,sigF-_24h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188780,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,28h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 04:00:00,sigF-_28h,TRUE,TRUE,TRUE,FALSE,TRUE
