,gene_weight,product_accession,locus_tag_old,GeneID,start,end,strand,COG,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,P2TF_description,DeepTF_prediction,ENTRAF_hmm_name,iTAK_Detail,module
H6G84_RS01780,0.0618066033802404,WP_199290541.1,Synpcc7942_2230,,357011.0,357370.0,+,J,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02892,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L23,,0.0,,,7
H6G84_RS01900,0.0655384426465437,WP_011244201.1,Synpcc7942_2206,rplM,369758.0,370213.0,+,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02871,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L13,,0.0,,,7
H6G84_RS01905,0.2104639693486515,WP_011244202.1,Synpcc7942_2205,rpsI,370213.0,370620.0,+,J,"GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02996,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S9,,0.0,,,7
H6G84_RS01910,0.0916462845104397,WP_011244203.1,Synpcc7942_2204,rpmE,370651.0,370884.0,+,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0019843,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02909,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L31,,0.0,,,7
H6G84_RS02045,0.0839024244782994,WP_011244227.1,Synpcc7942_2178,,396880.0,397221.0,+,S,-,-,ko:K08972,-,-,-,-,ko00000,-,-,-,Phage_holin_4_2,,0.0,,,7
H6G84_RS02060,-0.0517943770144033,WP_231621388.1,Synpcc7942_2175,,399455.0,400528.0,+,P,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0008150,GO:0009579,GO:0016020,GO:0034357,GO:0042592,GO:0042651,GO:0043167,GO:0043169,GO:0044424,GO:0044436,GO:0044464,GO:0046872,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0065007,GO:0065008,GO:0071944,GO:0098771",-,ko:K02012,"ko02010,map02010",M00190,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.10,-,iJN678.sufA,"SBP_bac_6,SBP_bac_8",,0.0,,,7
H6G84_RS02330,0.057050853344016,WP_011244276.1,Synpcc7942_2126,,448471.0,448875.0,+,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,7
H6G84_RS02550,-0.0451403113136393,WP_011244320.1,Synpcc7942_2083,,490679.0,491350.0,-,U,-,-,ko:K05595,-,-,-,-,"ko00000,ko02000",2.A.95.1,-,-,MarC,,0.0,,,7
H6G84_RS02660,-0.0545243538090969,WP_011244342.1,Synpcc7942_2061,,516812.0,517081.0,+,S,-,-,ko:K14518,-,-,-,-,ko00000,-,-,-,DUF3539,,0.0,,,7
H6G84_RS02735,0.0737176693938053,WP_011244357.1,Synpcc7942_2046,gcvH,536824.0,537213.0,-,E,"GO:0001505,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005960,GO:0006082,GO:0006520,GO:0006544,GO:0006546,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009987,GO:0016054,GO:0017144,GO:0019464,GO:0019752,GO:0032991,GO:0042133,GO:0042135,GO:0042737,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902494,GO:1990204",-,ko:K02437,"ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,R01221,"RC00022,RC02834","ko00000,ko00001,ko00002",-,-,-,GCV_H,,0.0,,,7
H6G84_RS02855,0.0566879060710661,WP_011378280.1,Synpcc7942_2022,nusA,563572.0,564897.0,+,K,-,-,ko:K02600,-,-,-,-,"ko00000,ko03009,ko03021",-,-,-,"KH_5,NusA_N",,1.0,,,7
H6G84_RS02955,0.0591838034444982,WP_231621392.1,Synpcc7942_2003,,582469.0,583125.0,-,Q,-,-,-,-,-,-,-,-,-,-,-,CHRD,,0.0,,,7
H6G84_RS02960,0.0466576521100645,WP_011378272.1,Synpcc7942_2002,,583230.0,583940.0,-,S,,,,,,,,,,,,,,0.0,,,7
H6G84_RS02990,0.0622508774969238,WP_011244409.1,Synpcc7942_1997,,588905.0,589123.0,+,S,-,-,-,-,-,-,-,-,-,-,-,Chloroa_b-bind,,0.0,,,7
H6G84_RS03195,-0.0666037776227018,WP_011378252.1,Synpcc7942_1955,,627203.0,627346.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,7
H6G84_RS03235,0.0599532475528829,WP_011244456.1,Synpcc7942_1948,,631336.0,631581.0,-,S,-,-,-,-,-,-,-,-,-,-,-,2TM,,0.0,,,7
H6G84_RS03255,0.0521919282566311,WP_011244460.1,Synpcc7942_1944,pdhA,635858.0,636886.0,-,C,-,1.2.4.1,ko:K00161,"ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230",M00307,"R00014,R00209,R01699,R03270","RC00004,RC00027,RC00627,RC02742,RC02744,RC02882","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,E1_dh,,0.0,,,7
H6G84_RS03570,0.0652991825429117,WP_011244523.1,Synpcc7942_1882,psbU,700051.0,700461.0,+,L,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0008152,GO:0009521,GO:0009523,GO:0009579,GO:0009654,GO:0009987,GO:0010109,GO:0015979,GO:0016020,GO:0019222,GO:0019898,GO:0030075,GO:0030096,GO:0031323,GO:0032991,GO:0034357,GO:0042548,GO:0042549,GO:0042651,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043467,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0055114,GO:0065007,GO:0071944,GO:0098796,GO:0098797,GO:1902494,GO:1990204",-,ko:K02719,"ko00195,ko01100,map00195,map01100",-,-,-,"ko00000,ko00001,ko00194",-,-,-,PsbU,,0.0,,,7
H6G84_RS03650,0.060916295698371,WP_199290569.1,Synpcc7942_1866,,718509.0,718886.0,+,S,-,-,-,-,-,-,-,-,-,-,-,DUF1824,,0.0,,,7
H6G84_RS03765,-0.0494051942978336,WP_011244559.1,Synpcc7942_1845,,743396.0,743623.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,7
H6G84_RS04240,0.0568468075512096,WP_011378170.1,Synpcc7942_1750,,834743.0,835129.0,+,S,-,-,-,-,-,-,-,-,-,-,-,DUF1257,,0.0,,,7
H6G84_RS04275,0.0482121634104097,WP_011244658.1,Synpcc7942_1743,,839999.0,841183.0,-,C,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0008150,GO:0008152,GO:0009579,GO:0016020,GO:0016491,GO:0016651,GO:0034357,GO:0036094,GO:0042651,GO:0044424,GO:0044436,GO:0044464,GO:0048037,GO:0048038,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363",1.6.5.3,ko:K05579,"ko00190,ko01100,map00190,map01100",M00145,R11945,RC00061,"ko00000,ko00001,ko00002,ko01000",-,-,-,Complex1_49kDa,,0.0,,,7
H6G84_RS04725,-0.0510547998518053,WP_011244742.1,Synpcc7942_1654,,930043.0,930426.0,+,S,,,,,,,,,,,,,,0.0,,,7
H6G84_RS04755,0.0724907419825116,WP_011244748.1,Synpcc7942_1648,,938637.0,939086.0,+,K,-,-,ko:K09825,-,-,-,-,"ko00000,ko03000",-,-,-,FUR,"Transcription factor, Fur family contains 1 FUR",1.0,FUR,,7
H6G84_RS04830,0.0437686275762796,WP_231621405.1,Synpcc7942_0584,rpiA,2413.0,3111.0,+,G,"GO:0003674,GO:0003824,GO:0004751,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006014,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009987,GO:0016853,GO:0016860,GO:0016861,GO:0019321,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564",5.3.1.6,ko:K01807,"ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007,M00165,M00167,M00580",R01056,RC00434,"ko00000,ko00001,ko00002,ko01000",-,-,iJN678.rpiA,Rib_5-P_isom_A,"Transcription factor, DeoR family contains 1 DeoR",0.0,,,7
H6G84_RS05610,-0.042860701521948,WP_011243396.1,Synpcc7942_0432,,145220.0,145918.0,-,M,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008238,GO:0009987,GO:0016043,GO:0016787,GO:0016805,GO:0019538,GO:0030312,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0045229,GO:0046872,GO:0070011,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:0140096,GO:1901564",3.4.13.22,ko:K08641,"ko01502,ko02020,map01502,map02020",M00651,-,-,"ko00000,ko00001,ko00002,ko01000,ko01002,ko01011,ko01504",-,-,-,Peptidase_M15,,0.0,,,7
H6G84_RS05660,0.043985231884753,WP_011243406.1,Synpcc7942_0422,,155176.0,156318.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,7
H6G84_RS05695,0.0630936886095085,WP_011243413.1,Synpcc7942_0415,,162320.0,163297.0,+,S,-,-,-,-,-,-,-,-,-,-,-,"Pentapeptide,Pentapeptide_4",,0.0,,,7
H6G84_RS05805,-0.0428475423497434,WP_011377562.1,Synpcc7942_0393,,181108.0,181788.0,-,S,-,-,-,-,-,-,-,-,-,-,-,DUF2993,,1.0,,,7
H6G84_RS05855,0.09682820287412,WP_011377557.1,Synpcc7942_0383,,192017.0,192703.0,+,S,-,-,-,-,-,-,-,-,-,-,-,DUF975,,0.0,,,7
H6G84_RS06020,0.0612500363828567,WP_011377543.1,Synpcc7942_0353,,222033.0,222995.0,-,S,-,-,ko:K03453,-,-,-,-,ko00000,2.A.28,-,-,SBF,,0.0,,,7
H6G84_RS06115,0.0449705661481937,WP_011243490.1,Synpcc7942_0335,,237634.0,238176.0,-,C,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009579,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0032991,GO:0033178,GO:0034220,GO:0034357,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0042651,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044436,GO:0044459,GO:0044464,GO:0044769,GO:0045259,GO:0045260,GO:0045261,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600",-,ko:K02113,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194",3.A.2.1,-,-,OSCP,,0.0,,,7
H6G84_RS06130,0.0540551961096375,WP_011243493.1,Synpcc7942_0332,atpE,239366.0,239611.0,-,C,"GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008289,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009579,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0015988,GO:0015991,GO:0016020,GO:0016021,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0031224,GO:0032991,GO:0033177,GO:0034220,GO:0034357,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0042651,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0044769,GO:0045259,GO:0045263,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600",-,ko:K02110,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194",3.A.2.1,-,-,ATP-synt_C,,0.0,,,7
H6G84_RS06335,0.0554449586873194,WP_011243533.1,Synpcc7942_0291,,279935.0,280153.0,-,S,-,-,-,-,-,-,-,-,-,-,-,DUF2555,,0.0,,,7
H6G84_RS06545,-0.0446256262247393,WP_011243574.1,Synpcc7942_0251,,320585.0,321355.0,-,L,-,2.7.7.7,ko:K02342,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,RNase_T,,0.0,,,7
H6G84_RS06830,0.0444905123571876,WP_011243628.1,Synpcc7942_0195,,372407.0,372835.0,-,T,-,-,-,-,-,-,-,-,-,-,-,Pentapeptide,,0.0,,,7
H6G84_RS07100,0.044671547734037,WP_011377463.1,Synpcc7942_0142,secD,423499.0,424893.0,+,U,"GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0015031,GO:0015399,GO:0015405,GO:0015450,GO:0015833,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0033036,GO:0034613,GO:0042886,GO:0042887,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:1904680",-,ko:K03072,"ko03060,ko03070,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044","2.A.6.4,3.A.5.2,3.A.5.7",-,-,"SecD_SecF,Sec_GG",,0.0,,,7
H6G84_RS07120,0.0834566888133371,WP_011377460.1,Synpcc7942_0138,,428447.0,429049.0,-,M,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M23,,0.0,,,7
H6G84_RS07340,0.068925429558494,WP_011243720.1,Synpcc7942_0096,,474180.0,474701.0,+,S,-,-,-,-,-,-,-,-,-,-,-,DUF1269,,0.0,,,7
H6G84_RS07635,-0.0517194127394771,WP_011377412.1,Synpcc7942_0038,,531510.0,531986.0,-,F,-,-,-,-,-,-,-,-,-,-,-,NUDIX,,0.0,,,7
H6G84_RS07675,0.0523379776033237,WP_011243777.1,Synpcc7942_0030,bioD,536994.0,537626.0,-,H,"GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0004141,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016882,GO:0017076,GO:0017144,GO:0018130,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0034641,GO:0035639,GO:0036094,GO:0042364,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.3.3.3,ko:K01935,"ko00780,ko01100,map00780,map01100","M00123,M00573,M00577",R03182,RC00868,"ko00000,ko00001,ko00002,ko01000",-,-,-,AAA_26,,0.0,,,7
H6G84_RS07710,0.0648960208268946,WP_011243784.1,Synpcc7942_0023,cax,544344.0,545408.0,+,P,-,-,ko:K07300,-,-,-,-,"ko00000,ko02000",2.A.19,-,-,Na_Ca_ex,,0.0,,,7
H6G84_RS07790,0.0626426785740948,WP_231621372.1,Synpcc7942_0008,,559519.0,559929.0,+,S,,,,,,,,,,,,,,0.0,,,7
H6G84_RS08020,0.0470004136008093,WP_011243843.1,Synpcc7942_2577,murQ,601276.0,602199.0,+,H,"GO:0003674,GO:0003824,GO:0005488,GO:0005975,GO:0006040,GO:0006082,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016054,GO:0016829,GO:0016835,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046348,GO:0046395,GO:0071704,GO:0097172,GO:0097173,GO:0097367,GO:1901135,GO:1901136,GO:1901575",4.2.1.126,ko:K07106,"ko00520,ko01100,map00520,map01100",-,R08555,"RC00397,RC00746","ko00000,ko00001,ko01000",-,-,-,"SIS,SIS_2",,0.0,,,7
H6G84_RS08115,0.0818468615771017,WP_011242497.1,Synpcc7942_1373,,20747.0,21442.0,+,O,-,-,ko:K03192,-,-,-,-,ko00000,-,-,-,HupE_UreJ,,0.0,,,7
H6G84_RS08170,0.0556998587315111,WP_231621305.1,Synpcc7942_1362,,32572.0,33015.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,7
H6G84_RS08175,0.1067895237298858,WP_011242507.1,Synpcc7942_1361,,33141.0,33644.0,-,S,-,-,-,-,-,-,-,-,-,-,-,Pentapeptide,,0.0,,,7
H6G84_RS08255,0.0539717623310425,WP_199290632.1,Synpcc7942_1345,,55134.0,55697.0,-,C,"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0008137,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0031224,GO:0044425,GO:0048037,GO:0048038,GO:0050136,GO:0055114",1.6.5.3,ko:K05578,"ko00190,ko01100,map00190,map01100",M00145,R11945,RC00061,"ko00000,ko00001,ko00002,ko01000",-,-,-,Oxidored_q3,,0.0,,,7
H6G84_RS08260,0.0726168282979467,WP_011242523.1,Synpcc7942_1344,ndhI,55743.0,56351.0,-,C,"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0008137,GO:0008150,GO:0008152,GO:0009579,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0034357,GO:0042651,GO:0043167,GO:0043169,GO:0044424,GO:0044436,GO:0044464,GO:0046872,GO:0048037,GO:0048038,GO:0050136,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071944",1.6.5.3,ko:K05580,"ko00190,ko01100,map00190,map01100",M00145,R11945,RC00061,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Fer4,Fer4_7",,0.0,,,7
H6G84_RS08265,0.086415948107364,WP_011242524.1,Synpcc7942_1343,nuoH,56394.0,57512.0,-,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009579,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0031224,GO:0034357,GO:0042651,GO:0044237,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0045333,GO:0048037,GO:0048038,GO:0055114,GO:0071944",1.6.5.3,ko:K05572,"ko00190,ko01100,map00190,map01100",M00145,R11945,RC00061,"ko00000,ko00001,ko00002,ko01000",-,-,-,NADHdh,,0.0,,,7
H6G84_RS08395,-0.0569697719262727,WP_011377981.1,Synpcc7942_1317,,86819.0,87556.0,-,P,-,-,ko:K09820,-,M00243,-,-,"ko00000,ko00002,ko02000",3.A.1.15,-,-,ABC_tran,,0.0,,,7
H6G84_RS08530,0.0569997279874265,WP_011377964.1,Synpcc7942_1290,,121269.0,121439.0,+,S,"GO:0003674,GO:0005488,GO:0043167,GO:0043169,GO:0046872",-,ko:K21904,-,-,-,-,ko00000,-,-,-,Metallothio_Pro,,0.0,,,7
H6G84_RS08575,0.0523842460282279,WP_011377955.1,Synpcc7942_1281,,130893.0,131585.0,+,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,7
H6G84_RS08700,0.0694352534565812,WP_011242609.1,Synpcc7942_1256,,155096.0,155650.0,-,O,-,2.5.1.18,"ko:K00799,ko:K11209","ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",-,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905","RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000,ko02000","1.A.12.2.2,1.A.12.3.2",-,-,"GST_C,GST_C_2,GST_C_3,GST_N",,0.0,,,7
